"anio","mes","clae2_desc","clae2","porc_medio","mes_cuali"
2007,5,"Servicios de arquitectura e ingeniería",71,13.64,"Mayo"
2007,5,"Servicios de asociaciones",94,48.09,"Mayo"
2007,5,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,58.16,"Mayo"
2007,5,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.44,"Mayo"
2007,5,"Servicios de expendio de alimentos y bebidas",56,37.19,"Mayo"
2007,5,"Servicios de obtención y dotación de personal",78,26.25,"Mayo"
2007,5,"Servicios de programación, consultoría informática y actividades conexas",62,31.39,"Mayo"
2007,5,"Servicios de publicidad e investigación de mercado",73,49.14,"Mayo"
2007,5,"Servicios de salud humana",86,71.46,"Mayo"
2007,5,"Servicios de seguros, reaseguros y pensiones",65,51.41,"Mayo"
2007,5,"Servicios financieros (excepto seguros y pensiones)",64,44.96,"Mayo"
2007,5,"Servicios inmobiliarios",68,32.41,"Mayo"
2007,5,"Servicios jurídicos y de contabilidad",69,65.94,"Mayo"
2007,5,"Servicios sin alojamiento",88,73.38,"Mayo"
2007,5,"Servicios sociales con alojamiento",87,86.92,"Mayo"
2007,5,"Servicios veterinarios",75,43.66,"Mayo"
2007,5,"Servicios y asesoramiento de dirección y gestión empresarial",70,34.1,"Mayo"
2007,5,"Silvicultura y explotación forestal",2,4.35,"Mayo"
2007,5,"Sin clasificar",999999,31.66,"Mayo"
2007,5,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.09,"Mayo"
2007,5,"Telecomunicaciones",61,36.64,"Mayo"
2007,5,"Transporte aéreo",51,40.89,"Mayo"
2007,5,"Transporte marítimo y pluvial",50,16.25,"Mayo"
2007,5,"Transporte terrestre y por tuberías",49,5.24,"Mayo"
2007,5,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,14.22,"Mayo"
2007,6,"Actividades administrativas de oficinas y empresas",82,42.76,"Junio"
2007,6,"Actividades de apoyo a la minería",9,5.44,"Junio"
2007,6,"Actividades de construcción especializada",43,5,"Junio"
2007,6,"Actividades de investigación y seguridad",80,9.05,"Junio"
2007,6,"Actividades de organismos extraterritoriales",99,53.16,"Junio"
2007,6,"Actividades de procesamiento de información",63,38.93,"Junio"
2007,6,"Actividades deportivas, recreativas y de entretenimiento",93,30.76,"Junio"
2007,6,"Administración pública, defensa y seguridad social",84,43.33,"Junio"
2007,6,"Agencias de viajes, servicios de reservas y actividades conexas",79,52.44,"Junio"
2007,6,"Agricultura, ganadería, caza y servicios relacionados",1,10.1,"Junio"
2007,6,"Almacenamiento y logística",52,15.48,"Junio"
2007,6,"Alquiler y leasing",77,17.58,"Junio"
2007,6,"Captación, depuración y distribución de agua",36,18.69,"Junio"
2007,6,"Comercio al por mayor excepto autos y motos",46,24.11,"Junio"
2007,6,"Comercio al por menor excepto autos y motos",47,41.78,"Junio"
2007,6,"Construcción de edificios y partes",41,2.96,"Junio"
2007,6,"Descontaminación y otros servicios",39,8.89,"Junio"
2007,6,"Edición",58,36.51,"Junio"
2007,6,"Elaboración de bebidas",11,14.1,"Junio"
2007,6,"Elaboración de prendas de vestir",14,59.84,"Junio"
2007,6,"Elaboración de productos alimenticios",10,19.23,"Junio"
2007,6,"Elaboración de productos de cuero",15,22.04,"Junio"
2007,6,"Elaboración de productos de madera",16,6.97,"Junio"
2007,6,"Elaboración de productos de papel",17,13.27,"Junio"
2007,6,"Elaboración de productos de tabaco",12,20.99,"Junio"
2007,6,"Elaboracion de productos farmaceuticos",21,35.68,"Junio"
2007,6,"Elaboración de productos textiles",13,23.93,"Junio"
2007,6,"Enseñanza",85,74.01,"Junio"
2007,6,"Extracción de carbon y lignito",5,3.43,"Junio"
2007,6,"Extracción de minerales metálicos",7,7.94,"Junio"
2007,6,"Extracción de petroleo crudo y gas natural",6,17.07,"Junio"
2007,6,"Fabricación de aparatos de uso doméstico",27,12.09,"Junio"
2007,6,"Fabricación de equipo de transporte",30,6.87,"Junio"
2007,6,"Fabricación de equipos automotores",29,9.24,"Junio"
2007,6,"Fabricación de equipos electrónicos",26,24.68,"Junio"
2007,6,"Fabricación de maquinaria",28,8.41,"Junio"
2007,6,"Fabricación de muebles y colchones",31,12.33,"Junio"
2007,6,"Fabricación de productos de caucho y plástico",22,13.2,"Junio"
2007,6,"Fabricación de productos de hornos de coque",19,19.82,"Junio"
2007,6,"Fabricación de productos de vidrio y minerales no metálicos",23,7,"Junio"
2007,6,"Fabricación de productos metálicos",25,8.19,"Junio"
2007,6,"Fabricación de sustancias químicas",20,22.93,"Junio"
2007,6,"Imprentas y editoriales",18,20.01,"Junio"
2007,6,"Industrias básicas de hierro y acero",24,6.04,"Junio"
2007,6,"Industrias manufactureras diversas",32,21.96,"Junio"
2007,6,"Ingeniería civil",42,5.23,"Junio"
2007,6,"Investigación y desarrollo científico",72,58.37,"Junio"
2007,6,"Juegos de azar, apuestas",92,47.71,"Junio"
2007,6,"Otras actividades profesionales, científicas y técnicas",74,37.2,"Junio"
2007,6,"Otras industrias extractivas",8,7.04,"Junio"
2007,6,"Otros servicios personales",96,43.59,"Junio"
2007,6,"Pesca y acuicultura",3,12.99,"Junio"
2007,6,"Programación y radiodifusión",60,26.59,"Junio"
2007,6,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.63,"Junio"
2007,6,"Reparación de computadoras y equipos de uso doméstico",95,17.17,"Junio"
2007,6,"Reparacion de maquinaria y equipo",33,8.27,"Junio"
2007,6,"Servicio de correo y mensajería",53,13.17,"Junio"
2007,6,"Servicios a edificios y actividades de jardinería",81,47.32,"Junio"
2007,6,"Servicios artísticos y de espectáculos",90,34.55,"Junio"
2007,6,"Servicios audiovisuales",59,41.62,"Junio"
2007,6,"Servicios auxiliares de la actividad financiera y de seguros",66,49.16,"Junio"
2007,6,"Servicios de alojamiento",55,51.97,"Junio"
2007,6,"Servicios de arquitectura e ingeniería",71,13.7,"Junio"
2007,6,"Servicios de asociaciones",94,48.38,"Junio"
2007,6,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,58.13,"Junio"
2007,6,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.92,"Junio"
2007,6,"Servicios de expendio de alimentos y bebidas",56,37.21,"Junio"
2007,6,"Servicios de obtención y dotación de personal",78,26.6,"Junio"
2007,6,"Servicios de programación, consultoría informática y actividades conexas",62,31.55,"Junio"
2007,6,"Servicios de publicidad e investigación de mercado",73,49.77,"Junio"
2007,6,"Servicios de salud humana",86,71.39,"Junio"
2007,6,"Servicios de seguros, reaseguros y pensiones",65,51.46,"Junio"
2007,6,"Servicios financieros (excepto seguros y pensiones)",64,45.17,"Junio"
2007,6,"Servicios inmobiliarios",68,32.48,"Junio"
2007,6,"Servicios jurídicos y de contabilidad",69,66.02,"Junio"
2007,6,"Servicios sin alojamiento",88,73.09,"Junio"
2007,6,"Servicios sociales con alojamiento",87,86.53,"Junio"
2007,6,"Servicios veterinarios",75,45.1,"Junio"
2007,6,"Servicios y asesoramiento de dirección y gestión empresarial",70,34.45,"Junio"
2007,6,"Silvicultura y explotación forestal",2,4.41,"Junio"
2007,6,"Sin clasificar",999999,30.8,"Junio"
2007,6,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.17,"Junio"
2007,6,"Telecomunicaciones",61,36.57,"Junio"
2007,6,"Transporte aéreo",51,40.75,"Junio"
2007,6,"Transporte marítimo y pluvial",50,16.33,"Junio"
2007,6,"Transporte terrestre y por tuberías",49,5.29,"Junio"
2007,6,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,14.24,"Junio"
2007,7,"Actividades administrativas de oficinas y empresas",82,42.59,"Julio"
2007,7,"Actividades de apoyo a la minería",9,5.6,"Julio"
2007,7,"Actividades de construcción especializada",43,5.14,"Julio"
2007,7,"Actividades de investigación y seguridad",80,9.21,"Julio"
2007,7,"Actividades de organismos extraterritoriales",99,53.22,"Julio"
2007,7,"Actividades de procesamiento de información",63,38.69,"Julio"
2007,7,"Actividades deportivas, recreativas y de entretenimiento",93,31.66,"Julio"
2007,7,"Administración pública, defensa y seguridad social",84,42.66,"Julio"
2007,7,"Agencias de viajes, servicios de reservas y actividades conexas",79,51.73,"Julio"
2007,7,"Agricultura, ganadería, caza y servicios relacionados",1,9.73,"Julio"
2007,7,"Almacenamiento y logística",52,15.43,"Julio"
2007,7,"Alquiler y leasing",77,17.36,"Julio"
2007,7,"Captación, depuración y distribución de agua",36,18.75,"Julio"
2007,7,"Comercio al por mayor excepto autos y motos",46,24.12,"Julio"
2007,7,"Comercio al por menor excepto autos y motos",47,41.88,"Julio"
2007,7,"Construcción de edificios y partes",41,3,"Julio"
2007,7,"Descontaminación y otros servicios",39,14.56,"Julio"
2007,7,"Edición",58,37.02,"Julio"
2007,7,"Elaboración de bebidas",11,14.38,"Julio"
2007,7,"Elaboración de prendas de vestir",14,59.76,"Julio"
2007,7,"Elaboración de productos alimenticios",10,18.83,"Julio"
2007,7,"Elaboración de productos de cuero",15,21.94,"Julio"
2007,7,"Elaboración de productos de madera",16,7.08,"Julio"
2007,7,"Elaboración de productos de papel",17,13.19,"Julio"
2007,7,"Elaboración de productos de tabaco",12,19.5,"Julio"
2007,7,"Elaboracion de productos farmaceuticos",21,35.62,"Julio"
2007,7,"Elaboración de productos textiles",13,23.93,"Julio"
2007,7,"Enseñanza",85,74.16,"Julio"
2007,7,"Extracción de carbon y lignito",5,3.85,"Julio"
2007,7,"Extracción de minerales metálicos",7,7.91,"Julio"
2007,7,"Extracción de petroleo crudo y gas natural",6,17.03,"Julio"
2007,7,"Fabricación de aparatos de uso doméstico",27,12.07,"Julio"
2007,7,"Fabricación de equipo de transporte",30,7.04,"Julio"
2007,7,"Fabricación de equipos automotores",29,9.13,"Julio"
2007,7,"Fabricación de equipos electrónicos",26,24.48,"Julio"
2007,7,"Fabricación de maquinaria",28,8.5,"Julio"
2007,7,"Fabricación de muebles y colchones",31,12.21,"Julio"
2007,7,"Fabricación de productos de caucho y plástico",22,13.39,"Julio"
2007,7,"Fabricación de productos de hornos de coque",19,19.83,"Julio"
2007,7,"Fabricación de productos de vidrio y minerales no metálicos",23,7,"Julio"
2007,7,"Fabricación de productos metálicos",25,7.83,"Julio"
2007,7,"Fabricación de sustancias químicas",20,23.01,"Julio"
2007,7,"Imprentas y editoriales",18,19.93,"Julio"
2007,7,"Industrias básicas de hierro y acero",24,6.04,"Julio"
2007,7,"Industrias manufactureras diversas",32,22.16,"Julio"
2007,7,"Ingeniería civil",42,5.24,"Julio"
2007,7,"Investigación y desarrollo científico",72,58.62,"Julio"
2007,7,"Juegos de azar, apuestas",92,47.96,"Julio"
2007,7,"Otras actividades profesionales, científicas y técnicas",74,35.34,"Julio"
2007,7,"Otras industrias extractivas",8,7,"Julio"
2007,7,"Otros servicios personales",96,43.81,"Julio"
2007,7,"Pesca y acuicultura",3,14.49,"Julio"
2007,7,"Programación y radiodifusión",60,26.66,"Julio"
2007,7,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.74,"Julio"
2007,7,"Reparación de computadoras y equipos de uso doméstico",95,17.12,"Julio"
2007,7,"Reparacion de maquinaria y equipo",33,8.92,"Julio"
2007,7,"Servicio de correo y mensajería",53,13.14,"Julio"
2007,7,"Servicios a edificios y actividades de jardinería",81,48.19,"Julio"
2007,7,"Servicios artísticos y de espectáculos",90,35.93,"Julio"
2007,7,"Servicios audiovisuales",59,43.14,"Julio"
2007,7,"Servicios auxiliares de la actividad financiera y de seguros",66,49.31,"Julio"
2007,7,"Servicios de alojamiento",55,52.4,"Julio"
2007,7,"Servicios de arquitectura e ingeniería",71,13.78,"Julio"
2007,7,"Servicios de asociaciones",94,48.35,"Julio"
2007,7,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,58.63,"Julio"
2007,7,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.07,"Julio"
2007,7,"Servicios de expendio de alimentos y bebidas",56,37.56,"Julio"
2007,7,"Servicios de obtención y dotación de personal",78,26.31,"Julio"
2007,7,"Servicios de programación, consultoría informática y actividades conexas",62,31.48,"Julio"
2007,7,"Servicios de publicidad e investigación de mercado",73,48.31,"Julio"
2007,7,"Servicios de salud humana",86,71.41,"Julio"
2007,7,"Servicios de seguros, reaseguros y pensiones",65,51.51,"Julio"
2007,7,"Servicios financieros (excepto seguros y pensiones)",64,45.12,"Julio"
2007,7,"Servicios inmobiliarios",68,32.61,"Julio"
2007,7,"Servicios jurídicos y de contabilidad",69,66.08,"Julio"
2007,7,"Servicios sin alojamiento",88,73.26,"Julio"
2007,7,"Servicios sociales con alojamiento",87,86.93,"Julio"
2007,7,"Servicios veterinarios",75,44.72,"Julio"
2007,7,"Servicios y asesoramiento de dirección y gestión empresarial",70,34.49,"Julio"
2007,7,"Silvicultura y explotación forestal",2,4.37,"Julio"
2007,7,"Sin clasificar",999999,30,"Julio"
2007,7,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.28,"Julio"
2007,7,"Telecomunicaciones",61,36.55,"Julio"
2007,7,"Transporte aéreo",51,40.07,"Julio"
2007,7,"Transporte marítimo y pluvial",50,16.3,"Julio"
2007,7,"Transporte terrestre y por tuberías",49,5.36,"Julio"
2007,7,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,14.29,"Julio"
2007,8,"Actividades administrativas de oficinas y empresas",82,42.89,"Agosto"
2007,8,"Actividades de apoyo a la minería",9,5.5,"Agosto"
2007,8,"Actividades de construcción especializada",43,5.1,"Agosto"
2007,8,"Actividades de investigación y seguridad",80,9.14,"Agosto"
2007,8,"Actividades de organismos extraterritoriales",99,53.05,"Agosto"
2007,8,"Actividades de procesamiento de información",63,39.01,"Agosto"
2007,8,"Actividades deportivas, recreativas y de entretenimiento",93,31.14,"Agosto"
2007,8,"Administración pública, defensa y seguridad social",84,42.91,"Agosto"
2007,8,"Agencias de viajes, servicios de reservas y actividades conexas",79,51.54,"Agosto"
2007,8,"Agricultura, ganadería, caza y servicios relacionados",1,9.57,"Agosto"
2007,8,"Almacenamiento y logística",52,15.72,"Agosto"
2007,8,"Alquiler y leasing",77,18.14,"Agosto"
2007,8,"Captación, depuración y distribución de agua",36,18.75,"Agosto"
2007,8,"Comercio al por mayor excepto autos y motos",46,24.18,"Agosto"
2007,8,"Comercio al por menor excepto autos y motos",47,41.97,"Agosto"
2007,8,"Construcción de edificios y partes",41,3.03,"Agosto"
2007,8,"Descontaminación y otros servicios",39,14.52,"Agosto"
2007,8,"Edición",58,37.2,"Agosto"
2007,8,"Elaboración de bebidas",11,14.49,"Agosto"
2007,8,"Elaboración de prendas de vestir",14,59.44,"Agosto"
2007,8,"Elaboración de productos alimenticios",10,18.86,"Agosto"
2007,8,"Elaboración de productos de cuero",15,22.02,"Agosto"
2007,8,"Elaboración de productos de madera",16,7.2,"Agosto"
2007,8,"Elaboración de productos de papel",17,13.16,"Agosto"
2007,8,"Elaboración de productos de tabaco",12,19.24,"Agosto"
2007,8,"Elaboracion de productos farmaceuticos",21,35.67,"Agosto"
2007,8,"Elaboración de productos textiles",13,24.07,"Agosto"
2007,8,"Enseñanza",85,73.97,"Agosto"
2007,8,"Extracción de carbon y lignito",5,3.93,"Agosto"
2007,8,"Extracción de minerales metálicos",7,8.04,"Agosto"
2007,8,"Extracción de petroleo crudo y gas natural",6,16.93,"Agosto"
2007,8,"Fabricación de aparatos de uso doméstico",27,12.25,"Agosto"
2007,8,"Fabricación de equipo de transporte",30,7.05,"Agosto"
2007,8,"Fabricación de equipos automotores",29,9.12,"Agosto"
2007,8,"Fabricación de equipos electrónicos",26,24.62,"Agosto"
2007,8,"Fabricación de maquinaria",28,8.43,"Agosto"
2007,8,"Fabricación de muebles y colchones",31,12.18,"Agosto"
2007,8,"Fabricación de productos de caucho y plástico",22,13.26,"Agosto"
2007,8,"Fabricación de productos de hornos de coque",19,19.79,"Agosto"
2007,8,"Fabricación de productos de vidrio y minerales no metálicos",23,7,"Agosto"
2007,8,"Fabricación de productos metálicos",25,7.93,"Agosto"
2007,8,"Fabricación de sustancias químicas",20,22.96,"Agosto"
2007,8,"Imprentas y editoriales",18,20.04,"Agosto"
2007,8,"Industrias básicas de hierro y acero",24,6.04,"Agosto"
2007,8,"Industrias manufactureras diversas",32,22.52,"Agosto"
2007,8,"Ingeniería civil",42,5.27,"Agosto"
2007,8,"Investigación y desarrollo científico",72,59.32,"Agosto"
2007,8,"Juegos de azar, apuestas",92,48.05,"Agosto"
2007,8,"Otras actividades profesionales, científicas y técnicas",74,34.42,"Agosto"
2007,8,"Otras industrias extractivas",8,7.05,"Agosto"
2007,8,"Otros servicios personales",96,43.81,"Agosto"
2007,8,"Pesca y acuicultura",3,14.11,"Agosto"
2007,8,"Programación y radiodifusión",60,26.78,"Agosto"
2007,8,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.76,"Agosto"
2007,8,"Reparación de computadoras y equipos de uso doméstico",95,17.48,"Agosto"
2007,8,"Reparacion de maquinaria y equipo",33,7.97,"Agosto"
2007,8,"Servicio de correo y mensajería",53,13.01,"Agosto"
2007,8,"Servicios a edificios y actividades de jardinería",81,47.72,"Agosto"
2007,8,"Servicios artísticos y de espectáculos",90,34.59,"Agosto"
2007,8,"Servicios audiovisuales",59,43.11,"Agosto"
2007,8,"Servicios auxiliares de la actividad financiera y de seguros",66,49.28,"Agosto"
2007,8,"Servicios de alojamiento",55,52.37,"Agosto"
2007,8,"Servicios de arquitectura e ingeniería",71,13.97,"Agosto"
2007,8,"Servicios de asociaciones",94,48.42,"Agosto"
2007,8,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,59.09,"Agosto"
2007,8,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.88,"Agosto"
2007,8,"Servicios de expendio de alimentos y bebidas",56,37.59,"Agosto"
2007,8,"Servicios de obtención y dotación de personal",78,26.37,"Agosto"
2007,8,"Servicios de programación, consultoría informática y actividades conexas",62,31.43,"Agosto"
2007,8,"Servicios de publicidad e investigación de mercado",73,48.66,"Agosto"
2007,8,"Servicios de salud humana",86,71.45,"Agosto"
2007,8,"Servicios de seguros, reaseguros y pensiones",65,51.35,"Agosto"
2007,8,"Servicios financieros (excepto seguros y pensiones)",64,45.31,"Agosto"
2007,8,"Servicios inmobiliarios",68,32.91,"Agosto"
2007,8,"Servicios jurídicos y de contabilidad",69,66,"Agosto"
2007,8,"Servicios sin alojamiento",88,73.69,"Agosto"
2007,8,"Servicios sociales con alojamiento",87,86.8,"Agosto"
2007,8,"Servicios veterinarios",75,44.71,"Agosto"
2007,8,"Servicios y asesoramiento de dirección y gestión empresarial",70,34.46,"Agosto"
2007,8,"Silvicultura y explotación forestal",2,4.3,"Agosto"
